File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF333MXH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ATK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										PHF8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF064DDT/, /files/ENCFF992JEQ/, /files/ENCFF504ZFN/, /files/ENCFF365JHC/	6876352	ENCODE Processing Pipeline	85e7576a098a5dc62951bf0dd69498a5		https://www.encodeproject.org/files/ENCFF333MXH/@@download/ENCFF333MXH.bed.gz				released	s3://encode-public/2017/03/15/a3541e06-8881-4daf-8606-05a6ebd7d31a/ENCFF333MXH.bed.gz	ENCODE3 GRCh38	archived	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF651QOL	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000ATK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										PHF8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF090OXS/, /files/ENCFF419RSJ/, /files/ENCFF433QVO/, /files/ENCFF333MXH/	392849	ENCODE Processing Pipeline	00b5f4f2e35a700ec1521c51a7dcf1eb		https://www.encodeproject.org/files/ENCFF651QOL/@@download/ENCFF651QOL.bed.gz				released	s3://encode-public/2017/03/15/6b1ec3cd-37ad-48eb-a599-d7fbb767539f/ENCFF651QOL.bed.gz	ENCODE3 GRCh38	archived	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF704UJB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										PHF8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1	1_1							/files/ENCFF271BES/, /files/ENCFF451YMU/, /files/ENCFF853FRF/, /files/ENCFF356LFX/, /files/ENCFF623AJW/, /files/ENCFF381IYY/	279123	ENCODE Processing Pipeline	82729bce12c40d455f948de0601bfc76		https://www.encodeproject.org/files/ENCFF704UJB/@@download/ENCFF704UJB.bed.gz				released	s3://encode-public/2021/03/20/0156a683-bcab-471b-a90e-27c4044a3a46/ENCFF704UJB.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF114WFV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										PHF8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	2	2_1							/files/ENCFF299NCT/, /files/ENCFF451YMU/, /files/ENCFF853FRF/, /files/ENCFF356LFX/, /files/ENCFF623AJW/, /files/ENCFF381IYY/	275201	ENCODE Processing Pipeline	b97172fd759807701616f7cfa1470c29		https://www.encodeproject.org/files/ENCFF114WFV/@@download/ENCFF114WFV.bed.gz				released	s3://encode-public/2021/03/20/b5da4d29-eb02-4119-8b3a-87a042ae1a10/ENCFF114WFV.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF717GEW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										PHF8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF271BES/, /files/ENCFF299NCT/, /files/ENCFF451YMU/, /files/ENCFF853FRF/, /files/ENCFF356LFX/, /files/ENCFF623AJW/, /files/ENCFF381IYY/	392072	ENCODE Processing Pipeline	cd3e3f6839768dea26d8f48816287a00		https://www.encodeproject.org/files/ENCFF717GEW/@@download/ENCFF717GEW.bed.gz				released	s3://encode-public/2021/03/20/57e7e60d-29b5-4b52-9a8d-bda125df724d/ENCFF717GEW.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF467WAD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ATK	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										PHF8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF271BES/, /files/ENCFF299NCT/, /files/ENCFF451YMU/, /files/ENCFF853FRF/, /files/ENCFF356LFX/, /files/ENCFF623AJW/, /files/ENCFF381IYY/	401351	ENCODE Processing Pipeline	0be17b1a11d06c66356b15d92608b6db		https://www.encodeproject.org/files/ENCFF467WAD/@@download/ENCFF467WAD.bed.gz				released	s3://encode-public/2021/03/20/cd4ee1e4-695f-470a-bddd-c8c6601a6aea/ENCFF467WAD.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF001USR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000DLI	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2011-03-17	ENCODE		see document											344838	Vishwanath Iyer, UTA	3babd9bdcb6dd59af96e8091adc56f05		https://www.encodeproject.org/files/ENCFF001USR/@@download/ENCFF001USR.bed.gz				archived	s3://encode-public/2012/07/26/ca25d1b4-05a8-4adf-8158-126d50905a87/ENCFF001USR.narrowPeak.gz	Lab custom hg19	archived	mild to moderate bottlenecking, low read length	poor library complexity, insufficient read depth	
ENCFF002DAQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DLI	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2011-03-17	ENCODE		see document											23637	ENCODE Consortium Analysis Working Group	db3e8213f3619d4752ffe48e2c8d59e4		https://www.encodeproject.org/files/ENCFF002DAQ/@@download/ENCFF002DAQ.bed.gz				archived	s3://encode-public/2014/06/06/5c34805d-fd51-48af-9374-0de4ef608b08/ENCFF002DAQ.narrowPeak.gz	Lab custom hg19	archived	mild to moderate bottlenecking, low read length	poor library complexity, insufficient read depth	
ENCFF049SMR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DLI	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										MYC-human	DNA						2011-03-17	ENCODE		see document		1	1_1							/files/ENCFF376MST/, /files/ENCFF856UFA/, /files/ENCFF356LFX/, /files/ENCFF229OER/	159	ENCODE Processing Pipeline	2ffaf2f242e9fe88c69f7060e62d583a		https://www.encodeproject.org/files/ENCFF049SMR/@@download/ENCFF049SMR.bed.gz				released	s3://encode-public/2020/12/11/d6747c29-27fb-4fa9-8125-7bbc6acfe94e/ENCFF049SMR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length	poor library complexity, insufficient read depth	
ENCFF001VHD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000EBO	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document											903747	Michael Snyder, Stanford	89434db618daa3b538eb18783955b580		https://www.encodeproject.org/files/ENCFF001VHD/@@download/ENCFF001VHD.bed.gz				archived	s3://encode-public/2012/07/01/4119e31a-f77d-4e74-8898-c018020b6dd1/ENCFF001VHD.narrowPeak.gz			low read length, improper control_type of control experiment		
ENCFF002CRF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EBO	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document											546325	ENCODE Consortium Analysis Working Group	5957d48fb5af3c4625e5631698512018		https://www.encodeproject.org/files/ENCFF002CRF/@@download/ENCFF002CRF.bed.gz				archived	s3://encode-public/2014/06/06/12cd33de-98bd-4ccd-8ff6-016e323219f4/ENCFF002CRF.narrowPeak.gz			low read length, improper control_type of control experiment		
ENCFF514BGQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF571NAM/, /files/ENCFF195BZU/, /files/ENCFF419RSJ/, /files/ENCFF328NYX/	549571	ENCODE Processing Pipeline	90a77b9cab6dd553e270a2b042c486a3		https://www.encodeproject.org/files/ENCFF514BGQ/@@download/ENCFF514BGQ.bed.gz				released	s3://encode-public/2016/12/16/e6e239f0-3dd0-4963-92cb-6b8775eb71ef/ENCFF514BGQ.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF571NAM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF842TOK/, /files/ENCFF513EWK/	6015727	ENCODE Processing Pipeline	bc40168ab43ee7b4ce46d95d67dd2087		https://www.encodeproject.org/files/ENCFF571NAM/@@download/ENCFF571NAM.bed.gz				released	s3://encode-public/2016/12/16/7576a2bb-8a58-4a85-a64b-512a6fabc5c8/ENCFF571NAM.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF195BZU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF513EWK/, /files/ENCFF018COR/	5992780	ENCODE Processing Pipeline	23a6d031f9e7b6c413fcd028e9b27bb3		https://www.encodeproject.org/files/ENCFF195BZU/@@download/ENCFF195BZU.bed.gz				released	s3://encode-public/2016/12/16/46df91b7-59cb-4870-8fd9-2daf291d1a95/ENCFF195BZU.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF328NYX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF513EWK/, /files/ENCFF842TOK/, /files/ENCFF018COR/	6677536	ENCODE Processing Pipeline	0fc999129601c62d7783bf7f1f979cfb		https://www.encodeproject.org/files/ENCFF328NYX/@@download/ENCFF328NYX.bed.gz				released	s3://encode-public/2016/12/16/17620e47-7eba-4464-b743-346c2c8966cd/ENCFF328NYX.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF878JMO	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF571NAM/, /files/ENCFF195BZU/, /files/ENCFF419RSJ/, /files/ENCFF328NYX/	528304	ENCODE Processing Pipeline	ad0f3dc7f51fa59fe289d435c916300b		https://www.encodeproject.org/files/ENCFF878JMO/@@download/ENCFF878JMO.bed.gz				released	s3://encode-public/2016/12/16/80e45c08-9f9b-4953-a2bd-7c8d35cec98c/ENCFF878JMO.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF284VQZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF599MVB/, /files/ENCFF425RJE/	5992856	ENCODE Processing Pipeline	ad55d0339ba95c498fe05cab0514bc6f		https://www.encodeproject.org/files/ENCFF284VQZ/@@download/ENCFF284VQZ.bed.gz				released	s3://encode-public/2017/12/09/dac1feef-f8e8-4703-87b3-1dbed1e3f252/ENCFF284VQZ.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF184HWT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF411CQI/, /files/ENCFF284VQZ/, /files/ENCFF001TDO/, /files/ENCFF492CRC/	549850	ENCODE Processing Pipeline	416fbc69abb0ccb5c20ee8a1e8214afc		https://www.encodeproject.org/files/ENCFF184HWT/@@download/ENCFF184HWT.bed.gz				released	s3://encode-public/2017/12/09/2526b71b-9424-4947-b06c-5136f73e5782/ENCFF184HWT.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF492CRC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF526QOE/, /files/ENCFF599MVB/	6018756	ENCODE Processing Pipeline	8430bf521a8ada5c6b0064dbe64af0c2		https://www.encodeproject.org/files/ENCFF492CRC/@@download/ENCFF492CRC.bed.gz				released	s3://encode-public/2017/12/09/d5782b5f-2cc3-4bc8-8ae9-48f1f19c623f/ENCFF492CRC.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF411CQI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF526QOE/, /files/ENCFF599MVB/, /files/ENCFF425RJE/	6685249	ENCODE Processing Pipeline	61f1e4f9684573ef782bafcfec674e5f		https://www.encodeproject.org/files/ENCFF411CQI/@@download/ENCFF411CQI.bed.gz				released	s3://encode-public/2017/12/09/6d6616d3-c9e5-44a8-a4c3-02546592546c/ENCFF411CQI.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF755JDH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF411CQI/, /files/ENCFF284VQZ/, /files/ENCFF001TDO/, /files/ENCFF492CRC/	530907	ENCODE Processing Pipeline	f324544199e30a74a952579054580211		https://www.encodeproject.org/files/ENCFF755JDH/@@download/ENCFF755JDH.bed.gz				released	s3://encode-public/2017/12/09/f27aed93-94f1-4b3a-a219-ed9b8e3524b2/ENCFF755JDH.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF349KYT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF356LFX/, /files/ENCFF972YCC/, /files/ENCFF291RLC/	337779	ENCODE Processing Pipeline	b34a12a5292353e3aba8e5d02dc439eb		https://www.encodeproject.org/files/ENCFF349KYT/@@download/ENCFF349KYT.bed.gz				released	s3://encode-public/2021/01/05/36aa69b4-e719-45dc-b017-17c6b60948c1/ENCFF349KYT.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF549CHL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF322CXV/, /files/ENCFF356LFX/, /files/ENCFF972YCC/, /files/ENCFF291RLC/	520573	ENCODE Processing Pipeline	af8ad220d59744221a3aef5b2cf683e4		https://www.encodeproject.org/files/ENCFF549CHL/@@download/ENCFF549CHL.bed.gz				released	s3://encode-public/2021/01/05/d7376c9f-76c6-4fdd-8109-10c9853c62e3/ENCFF549CHL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF509VFL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF322CXV/, /files/ENCFF356LFX/, /files/ENCFF972YCC/	336868	ENCODE Processing Pipeline	d7b0ace7e6591f9611c6cfd0d8ffa6a7		https://www.encodeproject.org/files/ENCFF509VFL/@@download/ENCFF509VFL.bed.gz				released	s3://encode-public/2021/01/05/57c9fde5-bff3-495e-8699-fef51069fd34/ENCFF509VFL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF156JCN	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EBO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF322CXV/, /files/ENCFF356LFX/, /files/ENCFF972YCC/, /files/ENCFF291RLC/	525459	ENCODE Processing Pipeline	d161369d8280550ca98f7f6ea647b003		https://www.encodeproject.org/files/ENCFF156JCN/@@download/ENCFF156JCN.bed.gz				released	s3://encode-public/2021/01/05/55626ab2-26da-4b4e-b481-9009776e763f/ENCFF156JCN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF012LET	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR000ATQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										HDAC6-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF289BEY/, /files/ENCFF001TDO/	3218	ENCODE Processing Pipeline	0c5b65791d9f27ba4c8d0a07a4e64a49		https://www.encodeproject.org/files/ENCFF012LET/@@download/ENCFF012LET.bed.gz				released	s3://encode-public/2017/09/29/b2c04192-c480-42e3-80e1-f90452f24259/ENCFF012LET.bed.gz	ENCODE3 hg19	archived	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF004OLS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ATQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										HDAC6-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF209PKF/, /files/ENCFF064DDT/	3621654	ENCODE Processing Pipeline	df664c2767c90da0d37e08f1e3b099fc		https://www.encodeproject.org/files/ENCFF004OLS/@@download/ENCFF004OLS.bed.gz				released	s3://encode-public/2017/09/29/426e6a71-ad9c-4887-8b74-a681f4be5f4a/ENCFF004OLS.bed.gz	ENCODE3 GRCh38	archived	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF289BEY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000ATQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										HDAC6-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF234GEH/, /files/ENCFF727XHW/	3633470	ENCODE Processing Pipeline	4d45d12a691e792772b657ef41fe9a31		https://www.encodeproject.org/files/ENCFF289BEY/@@download/ENCFF289BEY.bed.gz				released	s3://encode-public/2017/09/29/6c07a34a-b292-48d6-a533-43f500a08a3a/ENCFF289BEY.bed.gz	ENCODE3 hg19	archived	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF129WNO	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	GRCh38	ENCSR000ATQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										HDAC6-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF004OLS/, /files/ENCFF419RSJ/	3259	ENCODE Processing Pipeline	75defa6e1e5ab12441ea8fd223bc457e		https://www.encodeproject.org/files/ENCFF129WNO/@@download/ENCFF129WNO.bed.gz				released	s3://encode-public/2017/09/29/4e0200a4-20d1-43b7-b17f-c4b3ca7f6084/ENCFF129WNO.bed.gz	ENCODE3 GRCh38	archived	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF802HUU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										HDAC6-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF480XHF/, /files/ENCFF451YMU/, /files/ENCFF623AJW/, /files/ENCFF381IYY/, /files/ENCFF356LFX/, /files/ENCFF853FRF/	3259	ENCODE Processing Pipeline	2699038a4b552d45a9d31548e1a3c243		https://www.encodeproject.org/files/ENCFF802HUU/@@download/ENCFF802HUU.bed.gz				released	s3://encode-public/2021/03/20/eac83249-80da-44f9-9da3-20b24db20789/ENCFF802HUU.bed.gz	ENCODE4 v1.7.1 GRCh38	released	low read depth, low read length, inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		
ENCFF532HJO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	2	2_1, 2_2							/files/ENCFF260SFQ/, /files/ENCFF727XHW/, /files/ENCFF243MTV/	7194274	ENCODE Processing Pipeline	292b414655b7f6eab21bdefc6152531f		https://www.encodeproject.org/files/ENCFF532HJO/@@download/ENCFF532HJO.bed.gz				released	s3://encode-public/2017/03/10/aedecc79-990f-4d74-a5ec-3df5c9b2f1ad/ENCFF532HJO.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF061FAC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF260SFQ/, /files/ENCFF290WMD/, /files/ENCFF727XHW/, /files/ENCFF243MTV/	7218808	ENCODE Processing Pipeline	d3b38730520b1f8e38899c4af7b9ea76		https://www.encodeproject.org/files/ENCFF061FAC/@@download/ENCFF061FAC.bed.gz				released	s3://encode-public/2017/03/10/5bf2c7b1-d871-41fe-a234-34d2c48b984a/ENCFF061FAC.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF276TUD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF061FAC/, /files/ENCFF001TDO/, /files/ENCFF532HJO/, /files/ENCFF791IYQ/	60113	ENCODE Processing Pipeline	0c8d450aa468de7eb2612cb63f7aa90f		https://www.encodeproject.org/files/ENCFF276TUD/@@download/ENCFF276TUD.bed.gz				released	s3://encode-public/2017/03/10/7d4ad99d-cc66-4419-980c-9c7e08ef7887/ENCFF276TUD.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF791IYQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1	1_1							/files/ENCFF290WMD/, /files/ENCFF727XHW/, /files/ENCFF243MTV/	5711895	ENCODE Processing Pipeline	e1509a146bb7ec786360f5f8d99d1ec1		https://www.encodeproject.org/files/ENCFF791IYQ/@@download/ENCFF791IYQ.bed.gz				released	s3://encode-public/2017/03/10/5f56325c-66cb-4b62-91dd-93181984bb06/ENCFF791IYQ.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF628RLE	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF061FAC/, /files/ENCFF001TDO/, /files/ENCFF532HJO/, /files/ENCFF791IYQ/	124647	ENCODE Processing Pipeline	aa2db3fc9463f50dc7d4355659b1e0c8		https://www.encodeproject.org/files/ENCFF628RLE/@@download/ENCFF628RLE.bed.gz				released	s3://encode-public/2017/03/10/67a40210-51ce-4f27-a7d7-a412c23c3047/ENCFF628RLE.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
